Unnamed: 0,length,condition,lat,lon,intersection,model_type,id,road,name,chainage,traffic,heavy_truck,heavy_truck_normalized,truck_generation_frequency,sink_selection_probability,geometry,index_right,Population density (people per sq. km.),quantile,length_norm,quantile_norm,length_pop,pop_norm,length_popden
10,8.0,B,23.69640009,90.53509898,,bridge,10010,N1,,10.97113,24589.0,153.0,0.1257189811010682,,,POINT (90.53509898 23.69640009),,,6.0,0.000803777755450618,0.8333333333333334,0.417068555544392,0.06575566456435412,0.033279721159902374
11,337.0,,23.69539535,90.53633653,0,link,10011,N1,,11.30813,24589.0,153.0,0.1257189811010682,,,POINT (90.53633653 23.69539535),,,6.0,0.03385913794835728,0.8333333333333334,0.4335962356408453,0.06575566456435412,0.0498074012563557
12,6.3,A,23.69439061,90.53757408,,bridge,10012,N1,,11.31443,24589.0,153.0,0.1257189811010682,,,POINT (90.53757408 23.69439061),,,6.0,0.0006329749824173616,0.8333333333333334,0.41698315415787535,0.06575566456435412,0.033194319773385744
13,17.0,,23.6943465,90.53764072,0,link,10013,N1,,11.33143,24589.0,153.0,0.1257189811010682,,,POINT (90.53764072 23.6943465),,,6.0,0.001708027730332563,0.8333333333333334,0.41752068053183294,0.06575566456435412,0.03373184614734334
14,6.3,A,23.69430239,90.53770737,,bridge,10014,N1,,11.33773,24589.0,153.0,0.1257189811010682,,,POINT (90.53770737 23.69430239),,,6.0,0.0006329749824173616,0.8333333333333334,0.41698315415787535,0.06575566456435412,0.033194319773385744
15,399.0,,23.69333127,90.53931288,0,link,10015,N1,,11.73673,24589.0,153.0,0.1257189811010682,,,POINT (90.53931288 23.69333127),,,6.0,0.04008841555309957,0.8333333333333334,0.4367108744432165,0.06575566456435412,0.052922040058726846
16,8.3,A,23.69236015,90.54091839,,bridge,10016,N1,,11.74503,24589.0,153.0,0.1257189811010682,,,POINT (90.54091839 23.69236015),1411.0,3562.0,6.0,0.0008339194212800161,0.8333333333333334,0.41708362637730667,0.04855758000467181,0.02469574971297591
17,512.0,,23.69163604,90.54319044,0,link,10017,N1,,12.25703,23879.0,174.0,0.142974527526705,,,POINT (90.54319044 23.69163604),1411.0,3562.0,6.0,0.05144177634883955,0.8333333333333334,0.44238755484108644,0.04855758000467181,0.04999967817675568
18,10.6,B,23.69091193,90.5454625,,bridge,10018,N1,,12.26763,23879.0,174.0,0.142974527526705,,,POINT (90.5454625 23.69091193),1411.0,3562.0,6.0,0.0010650055259720688,0.8333333333333334,0.41719916942965274,0.04855758000467181,0.024811292765321936
19,128.0,,23.69066412,90.54602275,0,link,10019,N1,,12.39563,23879.0,174.0,0.142974527526705,,,POINT (90.54602275 23.69066412),1411.0,3562.0,6.0,0.012860444087209887,0.8333333333333334,0.4230968887102716,0.04855758000467181,0.03070901204594085
20,4.0,,23.6904163,90.546583,N105,intersection,10020,N1,,12.39963,23879.0,174.0,0.142974527526705,,,POINT (90.546583 23.6904163),1411.0,3562.0,6.0,0.000401888877725309,0.8333333333333334,0.41686761110552933,0.04855758000467181,0.02447973444119856
21,303.0,,23.68941431,90.54757076,0,link,10021,N1,,12.70263,23879.0,174.0,0.142974527526705,,,POINT (90.54757076 23.68941431),1411.0,3562.0,6.0,0.030443082487692154,0.8333333333333334,0.43188820791051274,0.04855758000467181,0.03950033124618198
22,9.3,A,23.68841233,90.54855853,,bridge,10022,N1,,12.71193,23879.0,174.0,0.142974527526705,,,POINT (90.54855853 23.68841233),1411.0,3562.0,6.0,0.0009343916407113434,0.8333333333333334,0.41713386248702233,0.04855758000467181,0.024745985822691576
23,14.0,,23.68836603,90.54860417,0,link,10023,N1,,12.72593,23879.0,174.0,0.142974527526705,,,POINT (90.54860417 23.68836603),1411.0,3562.0,6.0,0.0014066110720385814,0.8333333333333334,0.41736997220268596,0.04855758000467181,0.024982095538355193
24,6.1,A,23.68831973,90.54864981,,bridge,10024,N1,,12.73203,23879.0,174.0,0.142974527526705,,,POINT (90.54864981 23.68831973),1411.0,3562.0,6.0,0.0006128805385310961,0.8333333333333334,0.41697310693593226,0.04855758000467181,0.024585230271601453
25,407.0,,23.68695138,90.54992889,0,link,10025,N1,,13.13903,23879.0,174.0,0.142974527526705,,,POINT (90.54992889 23.68695138),1411.0,3562.0,6.0,0.040892193308550186,0.8333333333333334,0.4371127633209418,0.04855758000467181,0.04472488665661099
26,27.5,A,23.68558303,90.55120798,,bridge,10026,N1,,13.16653,23879.0,174.0,0.142974527526705,,,POINT (90.55120798 23.68558303),1411.0,3562.0,6.0,0.002762986034361499,0.8333333333333334,0.41804815968384745,0.04855758000467181,0.025660283019516655
27,28.0,,23.6854725,90.55128358,0,link,10027,N1,,13.19453,23879.0,174.0,0.142974527526705,,,POINT (90.55128358 23.6854725),1411.0,3562.0,6.0,0.0028132221440771627,0.8333333333333334,0.4180732777387053,0.04855758000467181,0.025685401074374486
28,27.5,A,23.68536198,90.55135918,,bridge,10028,N1,,13.22203,23879.0,174.0,0.142974527526705,,,POINT (90.55135918 23.68536198),1411.0,3562.0,6.0,0.002762986034361499,0.8333333333333334,0.41804815968384745,0.04855758000467181,0.025660283019516655
29,886.0,,23.68158274,90.55358931,0,link,10029,N1,,14.10803,23879.0,174.0,0.142974527526705,,,POINT (90.55358931 23.68158274),1411.0,3562.0,6.0,0.08901838641615593,0.8333333333333334,0.46117585987474463,0.04855758000467181,0.06878798321041388
30,11.9,A,23.6778035,90.55581943,,bridge,10030,N1,,14.11993,23879.0,174.0,0.142974527526705,,,POINT (90.55581943 23.6778035),1411.0,3562.0,6.0,0.001195619411232794,0.8333333333333334,0.4172644763722831,0.04855758000467181,0.0248765997079523
31,1891.0,,23.67055628,90.55983821,0,link,10031,N1,,16.010930000000002,23879.0,174.0,0.142974527526705,,,POINT (90.55983821 23.67055628),742.0,3166.0,6.0,0.1899929669446398,0.8333333333333334,0.5116631501389866,0.04277622050922682,0.1163845937269333
32,5.55,B,23.66330907,90.56385699,,bridge,10032,N1,,16.016479999999998,23879.0,174.0,0.142974527526705,,,POINT (90.56385699 23.66330907),1603.0,2624.0,6.0,0.0005576208178438662,0.8333333333333334,0.4169454770755886,0.03486334968465312,0.017710485251248492
33,1669.0,,23.65886739,90.57029361,0,link,10033,N1,,17.68548,23879.0,174.0,0.142974527526705,,,POINT (90.57029361 23.65886739),2037.0,1737.0,5.0,0.16768813423088516,0.6666666666666666,0.4171774004487759,0.021913688390562954,0.09480091131072406
34,159.52,C,23.65442571,90.57673023,,bridge,10034,N1,,17.845,23879.0,174.0,0.142974527526705,,,POINT (90.57673023 23.65442571),2037.0,1737.0,5.0,0.01602732844368532,0.6666666666666666,0.341346997555176,0.021913688390562954,0.018970508417124138
35,88.0,,23.65419898,90.57707032,0,link,10035,N1,,17.933,23879.0,174.0,0.142974527526705,,,POINT (90.57707032 23.65419898),2037.0,1737.0,5.0,0.008841555309956797,0.6666666666666666,0.3377541109883117,0.021913688390562954,0.015377621850259876
36,20.45,A,23.65397226,90.57741042,,bridge,10036,N1,,17.95345,23879.0,174.0,0.142974527526705,,,POINT (90.57741042 23.65397226),2037.0,1737.0,5.0,0.002054656887370642,0.6666666666666666,0.3343606617770186,0.021913688390562954,0.011984172638966797
37,0.0,,23.65397226,90.57741042,0,link,10037,N1,,17.95345,23879.0,174.0,0.142974527526705,,,POINT (90.57741042 23.65397226),2037.0,1737.0,5.0,0.0,0.6666666666666666,0.3333333333333333,0.021913688390562954,0.010956844195281477
38,20.5,A,23.65397226,90.57741042,,bridge,10038,N1,,17.973950000000002,23879.0,174.0,0.142974527526705,,,POINT (90.57741042 23.65397226),2037.0,1737.0,5.0,0.0020596804983422086,0.6666666666666666,0.3343631735825044,0.021913688390562954,0.011986684444452582
39,500.0,,23.65277141,90.57945241,0,link,10039,N1,,18.47395,23879.0,174.0,0.142974527526705,,,POINT (90.57945241 23.65277141),2037.0,1737.0,5.0,0.05023610971566362,0.6666666666666666,0.3584513881911651,0.021913688390562954,0.036074899053113285
40,20.0,B,23.65157057,90.58149439,,bridge,10040,N1,,18.49395,23879.0,174.0,0.142974527526705,,,POINT (90.58149439 23.65157057),2037.0,1737.0,5.0,0.0020094443886265446,0.6666666666666666,0.33433805552764656,0.021913688390562954,0.011961566389594749
41,371.0,,23.65066248,90.5830217,0,link,10041,N1,,18.86495,23879.0,174.0,0.142974527526705,,,POINT (90.5830217 23.65066248),2037.0,1737.0,5.0,0.037275193409022404,0.6666666666666666,0.3519709300378445,0.021913688390562954,0.029594440899792678
42,25.5,A,23.6497544,90.58454901,,bridge,10042,N1,,18.89045,23879.0,174.0,0.142974527526705,,,POINT (90.58454901 23.6497544),,,5.0,0.0025620415954988444,0.6666666666666666,0.33461435413108276,0.021913688390562954,0.0122378649930309
43,0.0,,23.6497544,90.58454901,0,link,10043,N1,,18.89045,23879.0,174.0,0.142974527526705,,,POINT (90.58454901 23.6497544),,,5.0,0.0,0.6666666666666666,0.3333333333333333,0.021913688390562954,0.010956844195281477
44,25.5,B,23.6497544,90.58454901,,bridge,10044,N1,,18.91595,23879.0,174.0,0.142974527526705,,,POINT (90.58454901 23.6497544),,,5.0,0.0025620415954988444,0.6666666666666666,0.33461435413108276,0.021913688390562954,0.0122378649930309
45,649.0,,23.6478615,90.58688049,0,link,10045,N1,,19.56495,23879.0,174.0,0.142974527526705,,,POINT (90.58688049 23.6478615),,,5.0,0.06520647041093137,0.6666666666666666,0.365936568538799,0.021913688390562954,0.043560079400747166
46,40.5,C,23.64596859,90.58921198,,bridge,10046,N1,,19.60545,23879.0,174.0,0.142974527526705,,,POINT (90.58921198 23.64596859),,,5.0,0.004069124886968753,0.6666666666666666,0.3353678957768177,0.021913688390562954,0.012991406638765853
47,0.0,,23.64596859,90.58921198,0,link,10047,N1,,19.60545,23879.0,174.0,0.142974527526705,,,POINT (90.58921198 23.64596859),,,5.0,0.0,0.6666666666666666,0.3333333333333333,0.021913688390562954,0.010956844195281477
48,40.33,B,23.64596859,90.58921198,,bridge,10048,N1,,19.64578,23879.0,174.0,0.142974527526705,,,POINT (90.58921198 23.64596859),,,5.0,0.004052044609665427,0.6666666666666666,0.33535935563816605,0.021913688390562954,0.01298286650011419
49,1018.0,,23.64196148,90.59143969,0,link,10049,N1,,20.66378,14551.0,244.0,0.200493015612161,,,POINT (90.59143969 23.64196148),,,5.0,0.10228071938109112,0.6666666666666666,0.3844736930238789,0.021913688390562954,0.06209720388582704
50,6.0,A,23.63795437,90.5936674,,bridge,10050,N1,,20.66978,14551.0,244.0,0.200493015612161,,,POINT (90.5936674 23.63795437),,,5.0,0.0006028333165879634,0.6666666666666666,0.3336347499916273,0.021913688390562954,0.01125826085357546
51,637.0,,23.6358798,90.59553074,0,link,10051,N1,,21.30678,14551.0,244.0,0.200493015612161,,,POINT (90.59553074 23.6358798),,,5.0,0.06400080377775545,0.6666666666666666,0.365333735222211,0.021913688390562954,0.042957246084159205
52,10.4,B,23.63380522,90.59739409,,bridge,10052,N1,,21.31718,14551.0,244.0,0.200493015612161,,,POINT (90.59739409 23.63380522),1822.0,1869.0,5.0,0.0010449110820858034,0.6666666666666666,0.3338557888743762,0.023840808222377947,0.012442859652231875
53,787.0,,23.63113604,90.59984783,0,link,10053,N1,,22.10418,14551.0,244.0,0.200493015612161,,,POINT (90.59984783 23.63113604),1822.0,1869.0,5.0,0.07907163669245454,0.6666666666666666,0.3728691516795606,0.023840808222377947,0.05145622245741624
54,89.75,A,23.62846685,90.60230157,,bridge,10054,N1,,22.19393,14551.0,244.0,0.200493015612161,,,POINT (90.60230157 23.62846685),1822.0,1869.0,5.0,0.00901738169396162,0.6666666666666666,0.3378420241803141,0.023840808222377947,0.016429094958169785
55,0.0,,23.62846685,90.60230157,0,link,10055,N1,,22.19393,14551.0,244.0,0.200493015612161,,,POINT (90.60230157 23.62846685),1822.0,1869.0,5.0,0.0,0.6666666666666666,0.3333333333333333,0.023840808222377947,0.011920404111188974
56,86.92,A,23.62846685,90.60230157,,bridge,10056,N1,,22.28085,14551.0,244.0,0.200493015612161,,,POINT (90.60230157 23.62846685),1822.0,1869.0,5.0,0.008733045312970963,0.6666666666666666,0.3376998559898188,0.023840808222377947,0.016286926767674455
57,1144.0,,23.62417504,90.60532723,0,link,10057,N1,,23.42485,14551.0,244.0,0.200493015612161,,,POINT (90.60532723 23.62417504),1822.0,1869.0,5.0,0.11494021902943836,0.6666666666666666,0.3908034428480525,0.023840808222377947,0.06939051362590816
58,5.5,B,23.61988322,90.60835289,,bridge,10058,N1,,23.43035,14551.0,244.0,0.200493015612161,,,POINT (90.60835289 23.61988322),1822.0,1869.0,5.0,0.0005525972068722998,0.6666666666666666,0.33360963193676946,0.023840808222377947,0.012196702714625123
59,268.0,,23.61876201,90.60895175,0,link,10059,N1,,23.69835,14822.0,355.0,0.2917009038619556,,,POINT (90.60895175 23.61876201),1822.0,1869.0,5.0,0.0269265548075957,0.6666666666666666,0.34679661073713114,0.023840808222377947,0.025383681514986822
60,224.82,B,23.6176408,90.60955061,,bridge,10060,N1,,23.92317,14822.0,355.0,0.2917009038619556,,,POINT (90.60955061 23.6176408),1822.0,1869.0,5.0,0.022588164372550987,0.6666666666666666,0.3446274155196088,0.023840808222377947,0.02321448629746447
61,0.0,,23.6176408,90.60955061,0,link,10061,N1,,23.92317,14822.0,355.0,0.2917009038619556,,,POINT (90.60955061 23.6176408),1822.0,1869.0,5.0,0.0,0.6666666666666666,0.3333333333333333,0.023840808222377947,0.011920404111188974
62,224.8,A,23.6176408,90.60955061,,bridge,10062,N1,,24.14797,14822.0,355.0,0.2917009038619556,,,POINT (90.60955061 23.6176408),1822.0,1869.0,5.0,0.022586154928162364,0.6666666666666666,0.3446264107974145,0.023840808222377947,0.023213481575270156
63,485.0,,23.61561409,90.61022678,0,link,10063,N1,,24.63297,14822.0,355.0,0.2917009038619556,,,POINT (90.61022678 23.61561409),1822.0,1869.0,5.0,0.04872902642419371,0.6666666666666666,0.3576978465454302,0.023840808222377947,0.03628491732328583
64,119.32,A,23.61358738,90.61090296,,bridge,10064,N1,,24.75229,14822.0,355.0,0.2917009038619556,,,POINT (90.61090296 23.61358738),1822.0,1869.0,5.0,0.011988345222545965,0.6666666666666666,0.3393275059446063,0.023840808222377947,0.017914576722461956
65,0.0,,23.61358738,90.61090296,0,link,10065,N1,,24.75229,14822.0,355.0,0.2917009038619556,,,POINT (90.61090296 23.61358738),1822.0,1869.0,5.0,0.0,0.6666666666666666,0.3333333333333333,0.023840808222377947,0.011920404111188974
66,119.48,A,23.61358738,90.61090296,,bridge,10066,N1,,24.87177,14822.0,355.0,0.2917009038619556,,,POINT (90.61090296 23.61358738),1822.0,1869.0,5.0,0.012004420777654979,0.6666666666666666,0.3393355437221608,0.023840808222377947,0.017922614500016462
67,1312.0,,23.60817349,90.61321733,0,link,10067,N1,,26.18377,14822.0,355.0,0.2917009038619556,,,POINT (90.61321733 23.60817349),1822.0,1869.0,5.0,0.13181955189390135,0.6666666666666666,0.399243109280284,0.023840808222377947,0.07783018005813964
68,924.85,A,23.60275959,90.6155317,,bridge,10068,N1,,27.10862,14822.0,355.0,0.2917009038619556,,,POINT (90.6155317 23.60275959),,,5.0,0.092921732141063,0.6666666666666666,0.37979419940386483,0.023840808222377947,0.05838127018172047
69,1722.0,,23.59787074,90.62175082,0,link,10069,N1,,28.83062,14822.0,355.0,0.2917009038619556,,,POINT (90.62175082 23.59787074),,,5.0,0.1730131618607455,0.6666666666666666,0.41983991426370604,0.023840808222377947,0.09842698504156172
70,5.6,A,23.59298188,90.62796994,,bridge,10070,N1,,28.83622,14822.0,355.0,0.2917009038619556,,,POINT (90.62796994 23.59298188),,,5.0,0.0005626444288154325,0.6666666666666666,0.33361465554774106,0.023840808222377947,0.01220172632559669
71,337.0,,23.59189537,90.6291034,0,link,10071,N1,,29.17322,14822.0,355.0,0.2917009038619556,,,POINT (90.6291034 23.59189537),,,5.0,0.03385913794835728,0.6666666666666666,0.35026290230751195,0.023840808222377947,0.028849973085367613
72,5.5,A,23.59080885,90.63023686,,bridge,10072,N1,,29.17872,14822.0,355.0,0.2917009038619556,,,POINT (90.63023686 23.59080885),,,5.0,0.0005525972068722998,0.6666666666666666,0.33360963193676946,0.023840808222377947,0.012196702714625123
73,668.0,,23.58856349,90.63237314,0,link,10073,N1,,29.84672,14822.0,355.0,0.2917009038619556,,,POINT (90.63237314 23.58856349),,,5.0,0.0671154425801266,0.6666666666666666,0.3668910546233966,0.023840808222377947,0.045478125401252276
74,5.6,A,23.58631812,90.63450942,,bridge,10074,N1,,29.85232,14822.0,355.0,0.2917009038619556,,,POINT (90.63450942 23.58631812),,,5.0,0.0005626444288154325,0.6666666666666666,0.33361465554774106,0.023840808222377947,0.01220172632559669
75,1195.0,,23.58214907,90.63821436,0,link,10075,N1,,31.04732,14551.0,244.0,0.200493015612161,,,POINT (90.63821436 23.58214907),,,5.0,0.12006430222043606,0.6666666666666666,0.39336548444355135,0.023840808222377947,0.071952555221407
76,172.1,A,23.57798002,90.64191931,,bridge,10076,N1,,31.219420000000003,14551.0,244.0,0.200493015612161,,,POINT (90.64191931 23.57798002),,,5.0,0.017291268964131416,0.6666666666666666,0.34197896781539905,0.023840808222377947,0.020566038593254683
77,0.0,,23.57798002,90.64191931,0,link,10077,N1,,31.219420000000003,14551.0,244.0,0.200493015612161,,,POINT (90.64191931 23.57798002),,,5.0,0.0,0.6666666666666666,0.3333333333333333,0.023840808222377947,0.011920404111188974
78,173.25,A,23.57798002,90.64191931,,bridge,10078,N1,,31.392670000000003,14551.0,244.0,0.200493015612161,,,POINT (90.64191931 23.57798002),,,5.0,0.017406812016477445,0.6666666666666666,0.342036739341572,0.023840808222377947,0.020623810119427696
79,823.0,,23.57480533,90.64366762,0,link,10079,N1,,32.21567,14551.0,244.0,0.200493015612161,,,POINT (90.64366762 23.57480533),,,5.0,0.08268863659198232,0.6666666666666666,0.3746776516293245,0.023840808222377947,0.05326472240718014
80,29.85,A,23.57163063,90.64541592,,bridge,10080,N1,,32.24552,14551.0,244.0,0.200493015612161,,,POINT (90.64541592 23.57163063),,,5.0,0.002999095750025118,0.6666666666666666,0.33483288120834587,0.023840808222377947,0.013419951986201533
81,0.0,,23.57163063,90.64541592,0,link,10081,N1,,32.24552,14551.0,244.0,0.200493015612161,,,POINT (90.64541592 23.57163063),,,5.0,0.0,0.6666666666666666,0.3333333333333333,0.023840808222377947,0.011920404111188974
82,29.77,A,23.57163063,90.64541592,,bridge,10082,N1,,32.27529,14551.0,244.0,0.200493015612161,,,POINT (90.64541592 23.57163063),,,5.0,0.002991057972470612,0.6666666666666666,0.3348288623195686,0.023840808222377947,0.01341593309742428
83,704.0,,23.56881701,90.64701982,0,link,10083,N1,,32.97929,14551.0,244.0,0.200493015612161,,,POINT (90.64701982 23.56881701),,,5.0,0.07073244247965438,0.6666666666666666,0.3686995545731605,0.023840808222377947,0.04728662535101616
84,34.7,A,23.5660034,90.64862372,,bridge,10084,N1,,33.01399,14551.0,244.0,0.200493015612161,,,POINT (90.64862372 23.5660034),,,5.0,0.0034863860142670556,0.6666666666666666,0.33507652634046686,0.023840808222377947,0.0136635971183225
85,1066.0,,23.56259721,90.65218565,0,link,10085,N1,,34.079989999999995,14551.0,244.0,0.200493015612161,,,POINT (90.65218565 23.56259721),,,5.0,0.10710338591379484,0.6666666666666666,0.38688502629023075,0.023840808222377947,0.06547209706808639
86,27.4,A,23.55919103,90.65574757,,bridge,10086,N1,,34.10739,14551.0,244.0,0.200493015612161,,,POINT (90.65574757 23.55919103),,,5.0,0.002752938812418366,0.6666666666666666,0.3347098027395425,0.023840808222377947,0.013296873517398156
87,564.0,,23.55744966,90.6577445,0,link,10087,N1,,34.67139,14551.0,244.0,0.200493015612161,,,POINT (90.6577445 23.55744966),,,5.0,0.056666331759268565,0.6666666666666666,0.3616664992129676,0.023840808222377947,0.04025356999082326
88,29.85,A,23.55570829,90.65974142,,bridge,10088,N1,,34.70124,14551.0,244.0,0.200493015612161,,,POINT (90.65974142 23.55570829),,,5.0,0.002999095750025118,0.6666666666666666,0.33483288120834587,0.023840808222377947,0.013419951986201533
89,0.0,,23.55570829,90.65974142,0,link,10089,N1,,34.70124,14551.0,244.0,0.200493015612161,,,POINT (90.65974142 23.55570829),,,5.0,0.0,0.6666666666666666,0.3333333333333333,0.023840808222377947,0.011920404111188974
90,29.83,A,23.55570829,90.65974142,,bridge,10090,N1,,34.73107,14551.0,244.0,0.200493015612161,,,POINT (90.65974142 23.55570829),,,5.0,0.0029970863056364913,0.6666666666666666,0.33483187648615154,0.023840808222377947,0.01341894726400722
91,649.0,,23.55372524,90.66204765,0,link,10091,N1,,35.38007,14551.0,244.0,0.200493015612161,,,POINT (90.66204765 23.55372524),,,5.0,0.06520647041093137,0.6666666666666666,0.365936568538799,0.023840808222377947,0.044523639316654665
92,29.87,A,23.55174219,90.66435388,,bridge,10092,N1,,35.40994,14551.0,244.0,0.200493015612161,,,POINT (90.66435388 23.55174219),,,5.0,0.0030011051944137447,0.6666666666666666,0.3348338859305402,0.023840808222377947,0.013420956708395847
93,0.0,,23.55174219,90.66435388,0,link,10093,N1,,35.40994,14551.0,244.0,0.200493015612161,,,POINT (90.66435388 23.55174219),,,5.0,0.0,0.6666666666666666,0.3333333333333333,0.023840808222377947,0.011920404111188974
94,29.9,A,23.55174219,90.66435388,,bridge,10094,N1,,35.439840000000004,14551.0,244.0,0.200493015612161,,,POINT (90.66435388 23.55174219),,,5.0,0.0030041193609966843,0.6666666666666666,0.33483539301383164,0.023840808222377947,0.013422463791687315
95,656.0,,23.54973997,90.66670464,0,link,10095,N1,,36.09584,14551.0,244.0,0.200493015612161,,,POINT (90.66670464 23.54973997),,,5.0,0.06590977594695067,0.6666666666666666,0.36628822130680866,0.023840808222377947,0.044875292084664314
96,9.1,A,23.54773774,90.66905541,,bridge,10096,N1,,36.10494,14551.0,244.0,0.200493015612161,,,POINT (90.66905541 23.54773774),,,5.0,0.0009142971968250778,0.6666666666666666,0.3337904819317459,0.023840808222377947,0.012377552709601513
97,19.0,,23.54768119,90.66912374,0,link,10097,N1,,36.123940000000005,14551.0,244.0,0.200493015612161,,,POINT (90.66912374 23.54768119),,,5.0,0.0019089721691952176,0.6666666666666666,0.3342878194179309,0.023840808222377947,0.012874890195786583
98,5.2,A,23.54762464,90.66919207,,bridge,10098,N1,,36.12914,14551.0,244.0,0.200493015612161,,,POINT (90.66919207 23.54762464),,,5.0,0.0005224555410429017,0.6666666666666666,0.33359456110385477,0.023840808222377947,0.012181631881710425
99,795.0,,23.54515504,90.67201064,0,link,10099,N1,,36.92414,14551.0,244.0,0.200493015612161,,,POINT (90.67201064 23.54515504),,,5.0,0.07987541444790515,0.6666666666666666,0.3732710405572859,0.023840808222377947,0.05185811133514155
100,72.49,A,23.54268543,90.67482921,,bridge,10100,N1,,36.99663,14551.0,244.0,0.200493015612161,,,POINT (90.67482921 23.54268543),,,5.0,0.007283231186576911,0.6666666666666666,0.3369749489266218,0.023840808222377947,0.01556201970447743
101,0.0,,23.54268543,90.67482921,0,link,10101,N1,,36.99663,14551.0,244.0,0.200493015612161,,,POINT (90.67482921 23.54268543),,,5.0,0.0,0.6666666666666666,0.3333333333333333,0.023840808222377947,0.011920404111188974
102,59.83,A,23.54268543,90.67482921,,bridge,10102,N1,,37.05646,14551.0,244.0,0.200493015612161,,,POINT (90.67482921 23.54268543),,,5.0,0.006011252888576309,0.6666666666666666,0.33633895977762146,0.023840808222377947,0.014926030555477128
103,520.0,,23.54103822,90.6766435,0,link,10103,N1,,37.57646,14551.0,244.0,0.200493015612161,,,POINT (90.6766435 23.54103822),,,5.0,0.052245554104290166,0.6666666666666666,0.3594561103854784,0.023840808222377947,0.03804318116333406
104,5.1,C,23.53939102,90.67845779,,bridge,10104,N1,,37.58156,14551.0,244.0,0.200493015612161,,,POINT (90.67845779 23.53939102),,,5.0,0.0005124083190997689,0.6666666666666666,0.3335895374928832,0.023840808222377947,0.012176608270738859
105,1070.0,,23.5360831,90.68216395,0,link,10105,N1,,38.65156,11583.0,359.0,0.294987674609696,,,POINT (90.68216395 23.5360831),,,5.0,0.10750527479152014,0.6666666666666666,0.3870859707290934,0.023840808222377947,0.06567304150694904
106,9.5,A,23.53277519,90.68587011,,bridge,10106,N1,,38.66106,11583.0,359.0,0.294987674609696,,,POINT (90.68587011 23.53277519),,,5.0,0.0009544860845976088,0.6666666666666666,0.3338105763756321,0.023840808222377947,0.012397647153487778
107,227.0,,23.53208743,90.68665952,0,link,10107,N1,,38.88806,11583.0,359.0,0.294987674609696,,,POINT (90.68665952 23.53208743),,,5.0,0.022807193810911282,0.6666666666666666,0.34473693023878893,0.023840808222377947,0.023324001016644613
108,25.45,A,23.53139966,90.68744893,,bridge,10108,N1,,38.91351,11583.0,359.0,0.294987674609696,,,POINT (90.68744893 23.53139966),,,5.0,0.0025570179845272782,0.6666666666666666,0.33461184232559693,0.023840808222377947,0.013198913103452612
